Country,Attribute,"Gross domestic product, constant prices","Gross domestic product, current prices","Gross domestic product, deflator","Gross domestic product per capita, constant prices","Gross domestic product per capita, current prices",Gross domestic product based on purchasing-power-parity (PPP) share of world total,Implied PPP conversion rate,Total investment,Gross national savings,"Inflation, average consumer prices","Inflation, end of period consumer prices",Volume of imports of goods and services,Volume of Imports of goods,Volume of exports of goods and services,Volume of exports of goods,Population,General government revenue,General government total expenditure,General government net lending/borrowing,General government primary net lending/borrowing,General government gross debt,"Gross domestic product corresponding to fiscal year, current prices",Current account balance,Unemployment rate,General government net debt,Employment,General government structural balance,Output gap in percent of potential GDP
San Marino,2018,2.688,5.118,116.435,96061.837,152894.929,0.002,0.68,20.609,,103.776,103.465,,,,,0.033,23.273,24.851,-1.578,-1.249,58.005,1.402,-1.918,8.009,,,,
San Marino,2019,3.26,5.199,117.538,97511.436,154545.291,0.002,0.675,24.024,,103.571,103.687,,,,,0.034,22.664,22.773,-0.11,0.24,58.24,1.444,2.067,7.663,,,,
San Marino,2020,-5.667,4.915,118.15,90403.561,145355.841,0.002,0.67,18.051,,102.827,102.422,,,,,0.034,21.878,59.978,-38.1,-37.136,72.616,1.352,2.825,7.342,,,,
San Marino,2021,15.536,5.837,119.978,102950.929,172047.305,0.002,0.651,16.968,,107.188,109.33,,,,,0.034,20.994,37.67,-16.676,-14.738,82.598,1.569,6.591,5.238,,,,
San Marino,2022,6.41,6.188,123.295,107806.594,181846.831,0.002,0.625,17.224,,115.984,120.639,,,,,0.034,22.222,22.63,-0.408,0.942,77.988,1.693,8.17,4.318,,,,
San Marino,2023,3.622,6.706,130.772,109861.488,196466.246,0.002,0.639,19.314,,123.045,126.126,,,,,0.034,20.169,22.962,-2.793,-0.62,75.332,1.836,3.869,4.037,,,,
Saudi Arabia,2017,2655.688,5022.169,100.959,138220.447,162123.889,1.328,1.649,28.796,30.26,96.763,95.737,-0.32,-5.626,-0.226,-0.748,30.977,644.68,891.86,-247.18,-313.339,459.621,2681.229,11.928,5.9,-205.677,,,
Saudi Arabia,2018,2731.879,5732.303,116.327,145712.505,189834.723,1.317,1.855,26.123,34.624,102.458,100.61,2.222,0.294,8.696,8.325,30.196,934.135,1112.73,-178.595,-197.74,577.428,3174.689,80.473,6.025,-2.653,,,
Saudi Arabia,2019,2752.663,5739.4,114.274,147572.702,190907.342,1.293,1.791,28.296,32.855,95.814,98.338,2.941,10.031,-3.383,-6.425,30.064,956.319,1092.677,-136.358,-137.389,699.298,3144.62,42.789,5.625,153.218,,,
Saudi Arabia,2020,2628.022,5189.683,104.603,134505.484,164477.688,1.275,1.618,27.691,24.584,104.725,109.099,-16.222,-9.625,-14.445,-5.194,31.553,810.048,1114.802,-304.754,-356.096,884.652,2753.518,-25.921,7.65,432.232,,,
Saudi Arabia,2021,2739.519,5973.867,119.067,143268.196,194055.115,1.247,1.762,25.128,30.231,107.446,106.303,4.787,0.098,5.671,5.235,30.784,995.128,1070.83,-75.702,-68.092,967.118,3257.198,49.427,6.6,569.989,,,
Saudi Arabia,2022,2983.546,7414.167,139.692,149061.2,230430.944,1.313,1.932,27.275,40.879,109.439,109.237,11.153,14.487,22.226,9.192,32.175,1307.815,1201.244,106.571,104.523,1013.805,4155.558,164.357,5.6,427.665,,,
Saudi Arabia,2023,2998.236,7326.36,133.792,147252.209,223237.163,1.285,1.785,27.404,33.35,112.083,112.324,8.746,11.035,1.319,-3.491,32.819,1200.896,1211.871,-10.975,8.499,989.77,4010.388,69.537,0,388.782,,,
Senegal,2017,11884.835,12262.187,102.647,773497.411,795246.501,0.04,246.787,29.816,22.54,104.37,103.158,20.038,22.318,10.741,13.259,15.419,2396.284,2761.109,-364.824,-129.176,7515.133,12191.796,-8.803,,,,-361.856,
Senegal,2018,12621.135,12916.948,101.785,798986.828,814727.158,0.041,238.969,32.648,23.84,104.151,106.226,12.503,13.343,10.379,12.529,15.854,2444.34,2918.294,-473.955,-215.969,7961.116,12840.09,-10.845,,,,-470.292,
Senegal,2019,13201.564,13793.423,103.909,813177.843,846411.216,0.042,239.657,31.965,24.047,105.773,106.419,1.973,0.253,9.393,13.241,16.296,2809.41,3341.624,-532.214,-267.877,8781.522,13712.8,-9.771,,,,-528.361,
Senegal,2020,13375.387,14184.277,105.436,802062.11,847129.49,0.044,240.046,35.158,25.041,109.932,110.788,11.48,4.827,-12.131,-3.021,16.744,2862.797,3772.312,-909.515,-617.914,9822.197,14101,-12.599,,,,-903.11,
Senegal,2021,14255.204,15380.912,107.294,831673.046,894042.025,0.044,233.776,35.449,24.266,111.921,116.325,17.814,15.422,21.274,16.848,17.204,2997.858,3969.451,-971.594,-663.058,11280.273,15287.932,-14.269,,,,-965.28,
Senegal,2022,14822.587,17368.849,116.532,841818.685,982607.658,0.044,237.282,46.784,26.852,130.064,139.7,-0.796,-3.964,-12.496,-15.999,17.676,3463.713,4615.223,-1151.51,-765.145,13307.164,17268.329,-25.461,,,,-1144.88,
Senegal,2023,15430.621,18879.168,121.67,852929.135,1039501.822,0.045,238.957,43.701,29.09,133.781,136.461,6.316,10.399,12.007,12.287,18.162,4034.486,4974.83,-940.344,-435.172,15288.847,18769.48,-19.161,,,,-935.361,
Serbia,2017,4554.875,4921.562,104.567,665085.471,700991.577,0.095,40.795,19.575,14.345,192.747,190.875,10.587,9.964,9.767,8.47,7.021,2014.832,1948.252,66.58,190.346,2794.912,4760.686,-7.541,14.493,2691.092,,54.773,
Serbia,2018,4761.921,5248.447,106.632,698789.309,751646.143,0.096,40.624,22.655,17.815,195.293,193.579,10.175,8.945,7.876,5.699,6.983,2146.742,2104.781,41.961,152.735,2757.412,5072.932,-7.291,13.673,2650.368,,38.193,
Serbia,2019,4967.838,5605.985,109.234,732981.743,807170.068,0.098,40.882,25.087,18.216,198.757,196.975,11.372,9.807,10.09,8.449,6.945,2320.553,2320.804,-0.252,110.694,2855.391,5421.851,-10.411,11.193,2639.82,,-31.345,
Serbia,2020,4917.771,5690.925,111.909,731215.785,824876.179,0.1,41.344,24.188,20.068,201.586,198.844,-2.064,0.269,-5.373,-2.822,6.899,2295.924,2701.646,-405.721,-293.468,3188.257,5504.431,-6.318,9.728,2977.191,,-350.83,
Serbia,2021,5297.58,6482.486,118.527,793878.452,948518.693,0.101,41.906,25.011,20.705,212.266,220.966,14.142,14.095,13.881,14.689,6.834,2755.182,2966.007,-210.826,-100.342,3583.629,6270.097,-7.009,11.008,3252.271,,-292.73,
Serbia,2022,5411.383,7317.953,131.088,832443.789,1098058.143,0.1,43.314,26.78,19.923,245.106,260.457,10.055,5.5,21.079,4.2,6.664,3119.153,3129.831,-10.677,97.879,3849.875,7090.744,-11.211,9.396,3421.873,,-99.163,
Serbia,2023,5517.793,8351.09,146.905,852271.96,1258112.78,0.099,46.818,22.335,19.987,274.3,273.653,1.505,1.021,5.196,6.451,6.638,3497.995,3647.146,-149.151,-1.633,4206.227,8103,-4.109,9.076,3709.858,,-160.222,
Seychelles,2017,29.853,27.409,98.133,277063.485,290196.309,0.002,7.969,29.826,11.922,108.786,110.19,7.135,9.896,3.929,6.995,0.094,40.165,39.624,0.541,3.906,69.625,22.865,-18.203,3,53.434,,,
Seychelles,2018,30.894,29.718,100.352,290908.888,311189.765,0.002,7.958,28.368,26.007,113.552,113.682,14.123,-3.072,26.942,-3.039,0.095,40.216,40.784,-0.568,2.872,63.999,24.822,-2.403,3,49.266,,,
Seychelles,2019,31.165,31.423,100.796,303011.118,325928.762,0.002,7.852,26.919,24.155,113.642,113.858,0.399,-4.159,6.217,-7.764,0.096,40.61,39.058,1.552,4.165,61.678,26.217,-2.816,3,48.952,,,
Seychelles,2020,15.352,28.77,102.033,275092.205,295959.871,0.002,7.846,21.752,9.428,114.383,120.195,-28.41,-18.737,-28.393,17.892,0.097,38.591,57.071,-18.48,-15.291,96.412,24.294,-12.494,3,87.126,,,
Seychelles,2021,26.93,30.165,103.839,279623.369,307657.858,0.002,7.641,25.473,15.418,134.008,133.407,11.032,-0.141,8.958,-15.918,0.098,41.377,48.113,-6.736,-3.195,88.663,25.347,-10.206,3,75.908,,,
Seychelles,2022,35.495,34.056,106.123,301850.154,344270.792,0.002,7.298,22.937,15.881,130.125,131.249,8.723,9.456,1.511,-13.518,0.099,39.991,41.564,-1.573,1.095,78.809,28.213,-7.196,3,69.817,,,
Seychelles,2023,31.851,35.447,105.401,311632.362,355168.372,0.002,6.992,24.523,17.537,125.754,126.3,3.285,3.639,1.4,-0.606,0.1,44.031,45.484,-1.455,1.537,78.492,29.187,-7.071,3,69.734,,,
Sierra Leone,2017,9378.117,27481.376,292.985,1253478.289,3669844.381,0.01,2244.995,18.594,0.289,73.505,74.324,8.144,19.399,-9.923,-9.489,7.488,4037.418,6458.263,-2420.845,-1816.599,19062.767,27465.429,-18.984,,,,,
Sierra Leone,2018,9702.601,32418.671,334.067,1269489.992,4237649.494,0.01,2499.689,14.828,-2.253,80.175,81.637,-4.687,-4.022,-4.454,-6.081,7.65,5124.518,6941.318,-1816.8,-907.707,22455.144,32401.624,-17.779,,,,,
Sierra Leone,2019,10214.008,36748.838,359.798,1308307.462,4703425.599,0.01,2644.786,12.532,-6.916,88.447,90.672,15.712,16.376,-2.889,-4.054,7.813,6684.478,7835.266,-1150.788,-162.514,26683.922,36730.876,-20.24,,,,,
Sierra Leone,2020,10005.777,39955.923,399.072,1256214.81,5008900.36,0.01,2895.688,12.101,4.207,96.991,95.237,-17.66,-5.091,-12.511,-8.758,7.977,7994.215,10300.065,-2305.851,-1093.907,30561.275,39938.072,-8.214,,,,,
Sierra Leone,2021,10422.638,44378.716,425.776,1281377.015,5451031.386,0.01,2956.645,11.167,2.527,105.338,117.938,18.115,17.009,75.705,79.408,8.141,9308.789,12561.47,-3252.681,-1981.68,35239.953,44359.565,-8.998,,,,,
Sierra Leone,2022,10837.988,56020.05,516.885,1305575.261,6742021.819,0.01,3354.352,11.686,2.837,146.104,174.18,-4.367,-6.529,14.599,17.547,8.309,10811.329,16751.595,-5940.266,-4106.588,53732.342,55999.368,-9.202,,,,,
Sierra Leone,2023,11134.42,77532.935,696.316,1314365.713,9142724.153,0.01,4358.493,10.814,3.963,212.769,226.71,-8.577,-9.693,-7.67,-8.362,8.48,14621.51,18835.812,-4214.303,-1082.607,68990.779,77511.632,-7.064,,,,,
Singapore,2017,463.178,1352.346,103.358,177054.019,240963.179,0.437,0.886,27.292,45.429,99.58,99.6,8.094,7.137,7.507,7.193,5.612,109.41,78.972,30.438,,624.861,479.817,80.4,2.175,,3.663,9.933,
Singapore,2018,478.606,1452.7,107.011,182525.12,257631.362,0.437,0.896,24.76,40.477,99.877,100.151,7.367,4.662,7.815,4.261,5.639,107.707,85.128,22.579,,670.997,513.524,74.948,2.1,,3.692,3.944,
Singapore,2019,482.686,1476.265,106.796,182850.66,258831.795,0.431,0.878,24.597,40.752,100.565,101.206,-0.001,-1.5,0.236,-1.82,5.704,109.092,85.99,23.102,,784.059,513.502,77.032,2.25,,3.753,10.441,
Singapore,2020,458.676,1398.95,103.916,176266.485,246042.604,0.427,0.844,22.621,39.073,99.636,100.493,-1.135,-2.022,0.429,2.31,5.686,103.131,143.016,-39.884,,877.79,488.986,73.767,3,,3.655,-47.088,
Singapore,2021,512.546,1641.517,113.044,200096.175,300998.938,0.438,0.878,23.079,41.1,104.424,108.39,11.98,9.824,11.71,9.462,5.454,120.228,112.113,8.115,,1021.785,591.918,94.395,2.65,,3.612,-7.117,
Singapore,2022,525.68,1829.41,123.277,200644.034,324534.803,0.439,0.895,21.922,41.254,114.491,117.646,-1.895,4.61,-1.303,2.762,5.637,129.218,122.939,6.28,,1248.993,645.676,109.571,2.1,,3.798,-9.76,
Singapore,2023,528.502,1917.781,126.485,201938.909,338883.052,0.431,0.886,23.496,40.097,119.765,122.062,6.657,12.974,5.645,4.349,5.659,137.923,112.911,25.012,,1305.005,677.295,99.165,1.8,,3.827,5.632,
Slovak Republic,2017,87.022,348.695,100.697,46453.757,64153.217,0.138,0.503,23.353,21.441,102.31,104.288,4.656,4.26,4.039,3.527,5.435,71.126,72.935,-1.81,0.432,95.033,84.67,-3.738,8.058,84.546,2.372,-2.786,1.364
Slovak Republic,2018,91.504,375.469,102.746,48257.036,68980.554,0.138,0.501,23.45,21.255,106.001,106.256,4.078,3.741,4.696,4.735,5.443,73.403,75.323,-1.92,0.273,93.813,89.875,-4.527,6.517,82.352,2.42,-3.095,1.516
Slovak Republic,2019,92.178,387.36,105.309,49401.88,71069.645,0.138,0.504,23.829,20.479,109.099,110.892,2.177,2.038,0.788,0.331,5.45,76.438,78.808,-2.37,-0.307,93.285,94.428,-6.89,5.725,83.847,2.445,-3.249,1.118
Slovak Republic,2020,83.34,383.41,107.806,47688.476,70249.091,0.137,0.51,19.434,19.986,110.474,111.093,-8.266,-7.018,-6.43,-4.807,5.458,76.205,86.569,-10.364,-8.413,113.846,93.442,1.14,6.633,94.573,2.399,-4.26,-3.07
Slovak Republic,2021,95.755,419.934,110.377,49990.222,76914.26,0.136,0.499,22.138,19.68,114.35,119.975,11.99,12.323,10.86,11.713,5.46,80.416,91.295,-10.879,-9.088,122.277,100.323,-5.375,6.8,99.385,2.385,-3.171,-1.043
Slovak Republic,2022,94.077,443.746,118.66,51058.846,81650.311,0.133,0.502,23.766,15.615,137.181,147.123,4.235,2.404,2.417,0.916,5.435,84.439,88.639,-4.2,-2.547,121.214,109.652,-17.57,6.167,100.958,2.427,-1.705,-0.781
Slovak Republic,2023,94.967,484.875,130.554,51718.259,89184.279,0.131,0.532,16.447,13.778,149.658,146.864,-3.79,-3.79,0.526,0.526,5.437,94.784,106.998,-12.213,-10.277,125.966,122.247,-6.22,6.1,108.347,2.434,-8.255,-0.654
Slovenia,2017,44.968,167.36,107.121,56115.878,81011.194,0.062,0.568,20.03,26.247,102.805,103.874,10.672,10.701,11.071,11.033,2.066,62.949,63.025,-0.076,3.036,106.043,43.011,9.237,6.575,86.047,0.989,-0.05,-0.042
Slovenia,2018,46.395,181.134,109.384,58587.52,87636.667,0.062,0.566,21.309,27.183,104.872,105.089,7.087,7.417,6.155,5.748,2.067,64.496,63.411,1.085,3.702,102.536,45.876,9.058,5.125,77.927,1.021,0.425,0.346
Slovenia,2019,46.941,188.391,111.894,60242.457,90533.081,0.063,0.569,20.632,26.486,106.44,107.491,4.669,4.988,4.482,4.458,2.081,65.513,64.45,1.063,3.269,97.11,48.582,9.038,4.45,74.12,1.046,0.105,1.019
Slovenia,2020,37.336,183.597,113.152,57276.079,87600.038,0.062,0.568,20.061,27.283,104.707,103.487,-9.118,-8.579,-8.529,-5.529,2.096,64.268,75.514,-11.246,-9.189,116.974,47.045,11.1,5,84.052,1.039,-9.382,-2.573
Slovenia,2021,53.226,207.86,116.181,61603.47,98559.484,0.063,0.558,21.733,25.045,108.682,114.627,17.787,17.245,14.474,13.378,2.109,68.299,75.319,-7.02,-5.313,113.247,52.279,5.361,4.725,85.747,1.053,-8.437,2.043
Slovenia,2022,48.566,219.888,123.712,63173.229,104351.621,0.063,0.555,24.28,23.266,125.007,131.302,8.992,7.741,7.163,2.911,2.107,68.968,73.864,-4.897,-3.412,114.085,57.038,-1.624,4,86.381,1.079,-6.028,1.577
Slovenia,2023,49.077,239.921,133.589,64243.993,113481.288,0.062,0.578,19.837,24.274,132.126,131.604,-3.178,-4.033,0.911,0.614,2.114,71.166,76.916,-5.75,-4.488,111.491,62.844,7.472,3.627,86.089,1.098,-6.398,0.869
Solomon Islands,2017,13.347,14.538,112.883,18465.012,22855.963,0.001,7.862,19.459,15.184,100.503,102.438,1.924,3.5,12.842,13.653,0.636,40.673,41.688,-1.014,-0.883,9.447,11.593,-4.338,,-3.372,,,
Solomon Islands,2018,13.297,16.014,121.753,18482.911,24528.928,0.001,8.28,18.868,15.908,106.95,107.889,3.246,7.485,13.058,13.478,0.653,38.427,36.749,1.679,1.771,8.891,12.847,-3.008,,-4.125,,,
Solomon Islands,2019,12.485,16.46,123.268,18329.78,24574.219,0.001,8.236,22.681,13.17,106.802,109.59,3.298,-3.583,-14.885,-15.742,0.67,36.452,38.178,-1.726,-1.552,8.912,13.234,-9.665,,-2.915,,,
Solomon Islands,2020,6.991,15.726,121.633,17270.109,22894.912,0.001,8.022,17.608,15.977,111.247,101.674,-21.052,-13.182,-28.449,-18.939,0.687,34.901,37.647,-2.746,-2.525,15.221,12.617,-1.656,,3.07,,,
Solomon Islands,2021,9.749,15.869,123.031,16754.96,22541.55,0.001,7.765,19.407,14.324,108.059,111.255,-8.81,-5.04,-13.258,-11.884,0.704,31.485,35.553,-4.067,-3.831,17.305,12.69,-5.162,,6.128,,,
Solomon Islands,2022,5.824,16.295,131.653,15682.095,22583.214,0.001,7.765,25.11,13.055,119.631,125.451,6.673,2.316,4.624,-2.171,0.722,33.236,37.893,-4.657,-4.323,19.123,13.026,-12.247,,10.804,,,
Solomon Islands,2023,12.649,17.464,137.943,15684.305,23615.022,0.001,7.848,28.905,17.641,124.688,126.602,11.651,11.336,20.222,-0.115,0.74,30.884,38.098,-7.214,-6.658,25.34,13.991,-11.454,,17.02,,,
Somalia,2017,18.968,39.666,87.162,2399.206,2916.611,0.019,0.356,,,108.887,113.783,,,,,13.6,3.523,3.118,0.405,0.405,,8.252,1.728,,,,,
Somalia,2018,12.745,40.985,84.893,2403.733,2931.486,0.019,0.339,,,113.673,114.381,,,,,13.981,3.534,3.502,0.031,0.031,,8.278,-0.125,,,,,
Somalia,2019,13.732,44.609,93.225,2423.067,3103.821,0.019,0.366,,,118.865,117.77,,,,,14.373,3.929,3.652,0.277,0.277,,9.42,-9.887,,,,,
Somalia,2020,7.286,43.845,93.478,2296.733,2967.537,0.019,0.362,,,123.574,125.013,,,,,14.775,5.896,5.602,0.294,0.314,,9.204,-4.949,,,,,
Somalia,2021,13.48,47.137,96.723,2308.074,3103.376,0.019,0.358,,,129.4,132.657,,,,,15.189,4.204,5.137,-0.934,-0.924,,9.839,-7.619,,,,,
Somalia,2022,12.853,50.937,100,2299.837,3262.223,0.018,0.346,,,140.031,140.736,,,,,15.614,7.651,7.626,0.025,0.034,,10.42,-9.015,,,,,
Somalia,2023,13.511,55.108,107.506,2299.837,3433.286,0.018,0.359,,,146.541,145.475,,,,,16.051,6.602,7.025,-0.425,-0.366,,11.515,-10.725,,,,,
South Africa,2017,4502.86,6249.679,112.806,92680.527,109455.302,0.645,6.427,16.611,14.243,88.212,89.299,1.533,2.118,-0.273,0.534,57.098,1338.258,1546.206,-207.948,-39.481,2515.99,5078.191,-11.396,27.45,2266.906,,-199.536,
South Africa,2018,4573.34,6590.048,117.311,92757.121,113741.136,0.633,6.526,16.171,13.242,91.37,93.688,3.479,4.823,2.748,3.658,57.939,1443.376,1647.276,-203.9,-19.265,2815.524,5363.19,-14.794,27.125,2545.378,,-201.484,
South Africa,2019,4583.927,6853.13,122.723,91675.454,116599.413,0.617,6.707,15.821,13.216,94.454,95.835,0.553,0.812,-3.313,-3.381,58.775,1528.509,1797.361,-268.852,-64.678,3211.917,5625.207,-12.741,28.7,2896.715,,-254.146,
South Africa,2020,4304.364,6705.124,129.178,84983.835,112460.569,0.599,6.969,12.538,14.482,96.567,98.183,-17.577,-17.577,-11.968,-11.968,59.622,1414.827,1959.615,-544.79,-313.475,3903.111,5567.974,8.518,29.175,3518.378,,-357.097,
South Africa,2021,4517.747,7502.904,137.574,88209.859,124751.076,0.59,7.103,13.045,16.696,102.098,105.624,9.58,9.58,9.09,9.09,60.143,1706.574,2055.864,-349.291,-82.764,4340.284,6208.786,18.985,34.3,3977.159,,-330.472,
South Africa,2022,4601.171,7986.865,144.122,89211.207,131787.753,0.582,6.954,15.379,14.926,111.111,115.007,14.893,14.893,7.39,7.39,60.604,1867.011,2184.478,-317.467,-11.24,4785.392,6628.55,-2.287,33.5,4469.265,,-386.98,
South Africa,2023,4642.92,8367.967,150.574,88687.472,136002.01,0.571,7.008,16.033,13.53,116.174,118.397,6.029,6.029,3.6,3.6,61.528,1900.154,2350.926,-450.772,-84.702,5223.217,6989.617,-12.036,32.8,5048.066,,-440.276,
S. Sudan,2017,10.687,212.582,1243.846,1768.346,16891.098,0.005,35.505,14.271,23.879,3478.249,4689.877,,,,,12.585,214.317,195.074,19.243,20.823,358.653,205.004,9.781,,357.116,,,
S. Sudan,2018,13.978,450.867,2740.486,1678.311,34747.417,0.004,76.389,11.974,22.945,6071.745,5992.682,,,,,12.976,258.224,263.346,-5.122,-0.82,374.9,441.963,11.313,,373.634,,,
S. Sudan,2019,17.121,649.072,3929.152,1641.789,48518.536,0.004,107.593,19.743,21.822,8989.19,7780.795,,,,,13.378,354.527,354.217,0.31,10.485,316.571,639.088,2.162,,315.376,,,
S. Sudan,2020,8.715,898.92,5838.23,1490.461,65237.687,0.004,157.81,36.489,17.307,11108.035,14636.611,,,,,13.779,286.317,341.367,-55.05,-45.023,493.371,887.941,-20.208,,492.222,,,
S. Sudan,2021,21.349,1848.264,11461.813,1525.647,130354.581,0.004,296.499,61.166,51.684,14464.823,14905.401,,,,,14.179,673.355,854.741,-181.385,-175.484,1016.433,1836.136,-10.045,,1015.344,,,
S. Sudan,2022,16.572,4587.256,28405.286,1489.705,314412.619,0.004,686.697,39.872,49.625,13967.992,12948.107,,,,,14.59,1433.789,1195.041,238.747,252.132,1767.995,4572.063,10.585,,1766.939,,,
S. Sudan,2023,20.138,6285.094,37653.515,1498.133,418642.58,0.004,877.985,24.561,26.847,16263.396,18918.29,,,,,15.013,2181.846,1648.934,532.912,557.61,3846.984,6271.684,2.429,,3845.935,,,
Spain,2017,1146.887,4320.199,101.624,64230.623,92841.881,1.506,0.63,19.401,22.171,103.729,103.962,6.785,7.012,5.514,5.073,46.533,482.234,521.578,-39.344,-11,1285.212,1162.492,39.144,17.225,1088.079,18.825,-30.404,-1.075
Spain,2018,1172.31,4558.622,102.892,65421.611,97554.853,1.488,0.623,20.468,22.346,105.194,105.226,3.92,2.747,1.723,1.402,46.729,511.359,545.177,-33.818,-5.245,1309.276,1203.859,28.593,15.255,1107.088,19.328,-28.542,-0.03
Spain,2019,1195.215,4646.075,104.381,66185.78,98631.566,1.477,0.621,20.829,22.936,105.044,105.726,1.288,-0.067,2.213,0.797,47.105,527.76,568.936,-41.176,-13.558,1321.576,1245.513,31.478,14.105,1126.379,19.779,-40.883,0.442
Spain,2020,1048.842,4201.48,105.566,58485.3,88721.772,1.353,0.62,20.47,21.087,103.576,103.708,-15.013,-11.22,-20.054,-8.594,47.356,509.356,632.671,-123.315,-98.397,1466.052,1119.01,8.505,15.533,1254.839,19.202,-59.429,-8.504
Spain,2021,1134.246,4676.093,108.374,62260.336,98794.926,1.355,0.609,21.59,22.351,110.046,117.699,14.917,15.011,13.496,9.343,47.331,571.109,660.841,-89.732,-64.001,1544.006,1222.29,11.77,14.785,1334.257,19.774,-55.193,-4.176
Spain,2022,1198.707,5037.039,112.862,65461.079,105786.742,1.387,0.593,21.481,22.093,124.27,122.7,6.988,5.405,15.154,4.523,47.615,612.896,681.408,-68.513,-37.595,1614.097,1346.377,9.294,12.918,1405.81,20.391,-64.682,-0.441
Spain,2023,1224.652,5448.785,118.938,66792.98,113966.781,1.381,0.602,20.722,22.817,123.489,125.918,1.919,3.036,3.061,-0.429,47.81,670.256,731.18,-60.923,-28.606,1666.783,1453.665,35.245,11.842,1459.559,20.731,-60.896,-0.003
Sri Lanka,2017,12943.074,14772.994,111.214,616858.442,688910.402,0.238,49.39,39.727,37.28,99.988,103.511,2.91,2.91,4.381,4.381,21.444,1852.348,2590.94,-738.592,2.086,10468.577,14387.319,-4.755,4.2,,,,
Sri Lanka,2018,13237.767,15751.612,115.991,624526.333,726885.664,0.235,50.302,38.057,35.101,101.673,101.901,-0.346,-0.346,5.888,5.888,21.67,1945.047,2710.771,-765.725,92.017,12915.49,15351.934,-5.76,4.4,,,,
Sri Lanka,2019,13206.056,16309.974,120.48,619348.143,748060.993,0.228,51.329,34.109,32.037,105.896,108.744,-8.174,-8.174,-2.22,-2.22,21.803,1910.742,3114.644,-1203.902,-296.884,13224.11,15910.976,-3.915,4.8,,,,
Sri Lanka,2020,12590.926,16055.483,124.421,587580.208,732491.56,0.224,52.325,32.979,31.576,110.802,112.535,-20.946,-20.946,-29.767,-29.767,21.919,1382.07,3304.655,-1922.585,-936.028,15254.982,15671.536,-2.593,5.5,,,,
Sri Lanka,2021,13041.446,18012.69,134.992,601711.272,812993.782,0.219,54.33,36.744,33.035,118.512,133.496,-4.157,-4.157,2.345,2.345,22.156,1472.128,3541.746,-2069.618,-1015.278,18185.119,17600.191,-6.995,5.1,,,,
Sri Lanka,2022,12010.025,24542.095,200.932,548700.672,1095846.305,0.195,75.574,34.391,33.428,208.664,242.13,-21.693,-21.693,-2.996,-2.996,22.396,2020.923,4491.068,-2470.144,-898.472,28014.959,24147.726,-1.738,5.25,,,,
Sri Lanka,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
St. Kitts and Nevis,2017,2.281,5.317,126.235,66145.047,95967.555,0.001,2.04,30,19.439,108.044,108.303,-4.688,-2.92,-3.322,19.643,0.055,28.322,27.766,0.555,1.992,57.707,2.858,-10.673,,,,,
St. Kitts and Nevis,2018,4.363,5.446,125.785,66820.262,97306.425,0.001,1.985,30,22.809,105.2,105.992,2.409,1.835,10.624,-10.901,0.056,38.053,36.869,1.184,2.551,55.487,2.906,-7.268,,,,,
St. Kitts and Nevis,2019,6.454,5.647,124.363,68823.624,99878.461,0.001,1.928,30,24.203,105.554,105.011,3.872,-0.836,-3.941,29.994,0.057,38.579,39.302,-0.723,0.506,55.913,2.989,-5.861,,,,,
St. Kitts and Nevis,2020,-12.507,4.613,116.211,58207.767,80758.699,0.001,1.778,30,19.107,103.461,103.421,-23.713,-16.205,-34.124,-18.246,0.057,35.882,39.012,-3.13,-1.738,69.596,2.387,-10.989,,,,,
St. Kitts and Nevis,2021,1.144,4.567,113.891,57105.706,79143.929,0.001,1.668,30,24.136,107.106,108.551,-15.054,-17.661,-3.398,0.954,0.058,51.71,45.957,5.752,6.959,70.709,2.318,-5.914,,,,,
St. Kitts and Nevis,2022,11.038,5.192,117.707,61515.806,89060.534,0.001,1.611,27,23.563,111.395,114.585,13.897,10.985,24.054,-43.295,0.058,53.318,56.658,-3.339,-2.065,62.721,2.607,-3.47,,,,,
St. Kitts and Nevis,2023,7.223,5.716,124.255,63876.791,97079.59,0.001,1.64,27,24.45,114.794,116.262,14.465,5.638,17.349,6.807,0.059,48.441,43.798,4.643,6.119,54.739,2.887,-2.577,,,,,
St. Lucia,2017,8.789,10.1,99.765,45799.393,57010.248,0.002,1.996,21.559,19.577,114.24,117.32,-1.384,-4.635,11.853,1.221,0.177,22.029,24.36,-2.33,0.818,63.169,5.439,-2.022,,,,,
St. Lucia,2018,8.425,10.473,100,46917.697,58879.165,0.002,1.954,21.264,22.655,119.608,120.014,-1.923,-4.201,1.086,-26.557,0.178,23.323,24.418,-1.096,2.035,63.599,5.593,1.42,,,,,
St. Lucia,2019,5.353,10.674,102.223,46641.694,59765.718,0.002,1.962,21.308,26.826,118.223,116.313,0.097,-7.6,4.059,31.549,0.179,22.761,26.458,-3.697,-0.518,65.416,5.677,5.634,,,,,
St. Lucia,2020,-19.342,7.875,96.89,35510.857,43933.579,0.002,1.835,24.242,9.012,113.863,116.22,-27.06,-10.518,-59.185,-32.92,0.179,22.494,34.484,-11.99,-8.03,98.28,4.332,-15.462,,,,,
St. Lucia,2021,16.039,9.45,105.714,39437.983,52595.147,0.002,1.917,22.75,15.756,120.814,125.571,-0.014,-2.452,37.426,23.544,0.18,22.737,28.476,-5.739,-2.339,87.292,5.295,-7.124,,,,,
