Country,Attribute,"Gross domestic product, constant prices","Gross domestic product, current prices","Gross domestic product, deflator","Gross domestic product per capita, constant prices","Gross domestic product per capita, current prices",Gross domestic product based on purchasing-power-parity (PPP) share of world total,Implied PPP conversion rate,Total investment,Gross national savings,"Inflation, average consumer prices","Inflation, end of period consumer prices",Volume of imports of goods and services,Volume of Imports of goods,Volume of exports of goods and services,Volume of exports of goods,Population,General government revenue,General government total expenditure,General government net lending/borrowing,General government primary net lending/borrowing,General government gross debt,"Gross domestic product corresponding to fiscal year, current prices",Current account balance,Unemployment rate,General government net debt,Employment,General government structural balance,Output gap in percent of potential GDP
Guatemala,2023,592.09,1108.432,136.633,39628.722,58322.744,0.115,3.994,16.175,18.556,177.862,181.71,2.692,2.692,-1.474,-1.474,19.005,108.682,124.7,-16.016,-1.414,256.28,804.302,4.828,,,,-15.279,
Guinea,2017,60060.174,93873.432,156.26,4632129.798,7237696.199,0.024,3216.035,11.974,5.225,1554.39,1616.545,-3.898,-5.555,22.143,23.445,12.97,14357.192,16293.793,-1936.601,-1081.32,39343.228,93833.93,-7.446,,,,,
Guinea,2018,63874.498,106888.927,167.29,4806500.876,8040193.636,0.024,3362.221,19.674,1.172,1707.16,1776.715,17.094,19.408,8.88,7.469,13.294,15979.852,17147.911,-1168.059,-288.296,41993.934,106845.292,-20.696,,,,,
Guinea,2019,67461.176,123505.179,183.021,4952661.385,9063482.432,0.025,3613.555,17.311,1.796,1867.554,1937.067,-5.048,-6.565,-6.545,-6.365,13.627,18180.895,18506.978,-326.084,251.383,47663.388,123457.571,-17.6,,,,,
Guinea,2020,70633.704,134810.112,190.8,5059179.412,9651804.822,0.027,3718.613,17.195,1.031,2065.685,2142.483,82.092,60.354,3.475,5.213,13.967,18873.601,23103.107,-4229.506,-3215.089,64453.11,134759.784,-18.441,,,,,
Guinea,2021,74199.048,154712.512,208.449,5184918.615,10806564.1,0.027,3887.959,18.18,16.106,2326.549,2411.664,-25.085,-9.254,23.536,24.105,14.317,21470.462,24183.302,-2712.84,-1821.35,64151.836,154656.893,-2.401,,,,,
Guinea,2022,77378.942,176590.124,228.144,5275310.369,12033854.11,0.027,3976.726,16.978,8.745,2567.449,2614.379,-14.157,-16.469,-2.514,-3.544,14.674,23320.963,24624.865,-1303.901,140.403,58392.785,176525.43,-9.906,,,,,
Guinea,2023,81967.536,201823.137,246.153,5451749.577,13417926.79,0.028,4138.456,15.427,6.548,2777.849,2822.637,5.954,6.458,7.639,8.333,15.041,26931.383,31542.425,-4611.041,-3136.325,63878.319,201751.182,-10.939,,,,,
Guinea-Bissau,2017,756.605,858.854,113.532,444371.681,505064.048,0.003,222.749,18.121,18.384,103.837,102.517,10.366,3.483,6.392,7.807,1.7,160.078,172.671,-12.593,-8.061,495.353,853.553,0.267,,,,,
Guinea-Bissau,2018,783.856,868.865,110.658,451161.174,499951.726,0.003,212.012,19.167,15.683,104.801,107.868,7.636,1.582,35.527,34.116,1.738,141.713,187.603,-45.89,-39.862,570.6,863.238,-3.538,,,,,
Guinea-Bissau,2019,819.7,876.761,106.838,461314.508,493635.073,0.003,201.087,16.165,7.621,105.004,105.275,13.582,17.734,13.527,9.901,1.776,145.013,182.506,-37.492,-27.197,634.032,870.943,-8.671,,,,,
Guinea-Bissau,2020,828.928,881.144,105.77,458154.819,485423.233,0.003,196.511,17.547,14.99,107.714,108.449,-5.722,-3.082,-13.785,-5.487,1.815,150.144,244.126,-93.983,-79.232,758.178,875.167,-2.597,,,,,
Guinea-Bissau,2021,886.783,962.995,108.625,476983.099,519096.148,0.003,193.141,18.292,17.472,113.003,119.044,-5.863,-7.789,25.48,21.442,1.855,201.613,263.625,-62.012,-45.079,832.413,956.319,-0.834,,,,,
Guinea-Bissau,2022,921.559,1076.467,116.555,486206.686,567641.411,0.003,193.674,17.983,8.418,126.334,133.352,-4.51,-3.56,-23.62,-26.618,1.896,178.293,247.334,-69.041,-53.128,939.431,1069.228,-9.729,,,,,
Guinea-Bissau,2023,963.14,1202.412,124.597,497496.066,620839.731,0.003,199.694,17.054,9.913,133.706,128.015,9.537,10.291,17.395,16.37,1.937,213.969,259.479,-45.511,-18.603,957.124,1194.44,-7.284,,,,,
Guyana,2017,952.638,994.553,103.33,1231856.354,1278577.455,0.008,105.353,13.09,8.202,116.673,116.724,0.354,-1.966,0.432,-0.24,0.778,250.339,284.121,-33.783,-26.616,463.464,980.498,-5.119,,427.182,,-52.048,
Guyana,2018,995.485,1009.214,100.346,1279381.878,1290182.956,0.008,99.909,12.895,-16.078,117.461,118.737,16.875,1.695,-1.17,0.352,0.782,274.003,302.275,-28.272,-20.952,514.762,994.472,-30.361,,462.624,,-49.083,
Guyana,2019,1049.446,1094.578,103.317,1343833.538,1395127.26,0.008,101.055,13.4,-55.379,120.711,121.575,10.017,11.517,7.005,3.502,0.785,301.868,331.863,-29.996,-23.193,513.477,1078.729,-72.337,,480.415,,-51.261,
Guyana,2020,1541.541,1161.744,76.149,1922360.158,1476308.157,0.012,73.522,9.045,-7.28,121.313,121.595,26.083,6.954,161.645,186.382,0.787,282.43,379.033,-96.604,-90.112,633.803,1140.757,-17.218,,598.278,,-73.254,
Guyana,2021,1818.633,1624.571,88.817,2301082.858,2058278.249,0.013,82.067,8.857,-17.007,127.39,133.162,16.193,3.118,46.38,47.088,0.789,317.877,441.492,-123.615,-115.204,733.465,1597.444,-27.846,,653.459,,-100.757,
Guyana,2022,2981.158,3077.696,103.786,3723214.406,3887677.927,0.021,89.619,9.963,33.715,138.582,143.96,6.682,-6.493,100.718,105.63,0.792,481.006,643.051,-162.045,-152.792,815.194,3029.364,27.203,,773.406,,-38.474,
Guyana,2023,4079.072,3469.423,84.258,5138692.118,4369391.536,0.028,70.177,16.35,34.387,144.813,145.786,15.449,11.056,34.191,34.547,0.794,658.224,893.507,-235.284,-220.802,1047.179,3404.58,20.982,,969.562,,-92.836,
Haiti,2017,649.997,1036.586,152.423,60660.845,92183.791,0.028,28.498,20.212,18.052,100.364,104.904,8.328,6.752,1.118,-1.679,11.245,107.826,111.146,-3.319,-1.914,205.874,986.919,-2.486,,,,,
Haiti,2018,659.954,1128.922,163.518,60771.353,98928.152,0.028,29.855,18.71,15.828,111.416,119.794,4.654,8.129,4.82,6.629,11.412,119.243,132.496,-13.252,-11.137,253.403,1076.413,-3.355,,,,,
Haiti,2019,645.511,1294.884,192.216,58889.651,111842.214,0.027,34.476,20.322,19.182,134.616,147.175,-9.37,-6.862,-3.12,10.891,11.578,102.057,128.863,-26.806,-23.135,341.798,1244.014,-1.309,,,,,
Haiti,2020,622.215,1499.728,231.775,56119.809,127712.324,0.026,41.036,17.703,18.058,167.17,184.776,-5.313,-4.157,-39.331,-23.932,11.743,116.602,155.292,-38.689,-34.837,341.257,1449.888,0.407,,,,,
Haiti,2021,612.511,1756.48,276.605,54356.692,147530.242,0.024,46.868,18.048,18.465,183.157,193.509,2.413,1.539,17.157,19.726,11.906,121.588,167.53,-45.942,-39.575,460.549,1699.208,0.505,,,,,
Haiti,2022,602.294,2226.9,358.991,52735.763,184568.587,0.023,56.846,15.862,13.605,240.904,288.856,-6.65,-6.775,-1.17,3.056,12.065,141.561,188.094,-46.533,-39.633,542.938,2168.223,-2.721,,,,,
Haiti,2023,593.417,3137.984,516.551,51257.871,256641.508,0.022,78.894,10.716,7.769,349.947,355.596,-0.143,1.378,-16.817,-20.821,12.227,206.629,254.643,-48.014,-39.369,622.812,3073.046,-3.713,,,,,
Honduras,2017,211.904,618.983,262.436,27501.909,65598.695,0.043,10.362,24.821,23.575,307.951,314.967,3.049,3.049,4.855,4.855,9.436,170.181,172.805,-2.624,1.318,280.508,543.403,-1.534,5.528,,,,
Honduras,2018,218.868,655.123,267.546,28066.301,68230.034,0.043,10.315,26.572,20,321.584,327.569,2.876,2.876,0.235,0.235,9.602,177.96,176.628,1.332,5.427,293.971,575.285,-8.154,5.648,,,,
Honduras,2019,223.381,698.285,278.587,28313.522,71469.784,0.043,10.552,22.731,20.129,335.448,340.635,-1.066,-1.066,4.174,4.174,9.77,184.54,183.908,0.632,5.987,313.022,614.918,-3.256,5.386,,,,
Honduras,2020,191.975,663.14,291.497,25330.281,66700.936,0.04,10.899,18.835,21.649,346.035,354.07,-8.771,-8.771,-14.586,-14.586,9.942,160.131,190.941,-30.81,-24.667,354.456,585.734,3.48,10.912,,,,
Honduras,2021,238.66,775.692,302.577,28013.086,76674.799,0.043,10.826,23.995,19.338,362.398,373.981,22.544,22.544,21.724,21.724,10.117,198.284,222.899,-24.615,-16.61,390.237,684.204,-5.975,8.569,,,,
Honduras,2022,239.171,878.489,330.243,28630.68,85336.778,0.043,11.043,23.54,20.32,399.54,414.577,0.164,0.164,0.097,0.097,10.294,223.279,208.818,14.461,23.197,430.346,776.636,-4.235,8.9,,,,
Honduras,2023,244.891,959.087,351.279,28952.351,91557.769,0.043,11.33,23.611,18.403,421.692,431.535,12.183,12.183,5.283,5.283,10.475,236.325,253.933,-17.608,-6.415,439.8,850.065,-6.978,8.082,,,,
Hong Kong SAR,2017,2854.42,3443.307,93.299,444118.445,464383.065,0.361,6.011,22.069,26.65,96.044,97.204,6.614,7.272,5.845,6.451,7.415,642.689,488.224,154.466,132.313,1.555,2712.249,20.162,3.124,,3.832,153.605,
Hong Kong SAR,2018,2934.626,3663.121,96.714,452315.123,489218.417,0.359,6.085,21.995,25.731,99.231,100.413,4.487,4.723,3.654,3.466,7.488,620.516,550.217,70.299,28.641,1.552,2891.547,17.262,2.805,,3.885,69.63,
Hong Kong SAR,2019,2881.075,3674.482,98.691,442810.722,488595.433,0.343,6.1,18.19,24.042,102.5,103.56,-7.245,-8.246,-6.146,-5.452,7.521,611.294,628.78,-17.486,-67.405,8.021,2901.33,27.267,2.916,,3.871,10.377,
Hong Kong SAR,2020,2687.532,3462.284,99.321,419056.362,466194.063,0.331,6.06,18.982,25.971,100.118,98.906,-6.858,-3.184,-6.681,-1.402,7.427,584.907,845.981,-261.073,-315.22,28.213,2728.752,31.114,5.808,,3.691,-166.841,
Hong Kong SAR,2021,2874.064,3727.635,100,447569.492,503632.424,0.331,5.839,16.777,28.614,103.002,104.605,15.822,17.162,17.038,18.719,7.402,717.293,717.047,0.245,-82.468,58.618,2924.377,55.327,5.175,,3.67,30.178,
Hong Kong SAR,2022,2764.458,3685.123,101.81,427900.023,493151.314,0.31,5.556,14.964,25.499,105.223,106.157,-12.193,-13.156,-12.611,-13.925,7.473,643.796,838.68,-194.884,-290.303,126.941,2873.82,48.587,4.319,,3.613,-142.269,
Hong Kong SAR,2023,2893.949,3944.89,104.18,443008.043,523548.91,0.314,5.483,16.027,23.094,107.815,109.478,-4.416,-8.181,-5.133,-9.26,7.535,663.541,786.008,-122.466,-186.544,192.959,3069.925,34.315,3.171,,3.657,-98.966,
Hungary,2017,37265.652,39710.172,105.403,3832790.687,4052885.523,0.239,134.363,22.925,25.104,116.792,117.51,8.397,8.285,6.475,6.794,9.798,17426.736,18394.996,-968.261,47.446,28394.628,39274.757,4.864,4.05,25657.315,,-843.436,
Hungary,2018,39264.826,43862.658,110.513,4046578.182,4485851.664,0.243,137.569,26.649,26.968,120.526,121.267,6.964,4.412,4.985,1.142,9.778,19151.136,20045.466,-894.33,91.762,30039.759,43386.71,0.414,3.6,27016.585,,-991.088,
Hungary,2019,41173.999,48174.853,115.801,4245584.077,4929382.194,0.248,141.612,28.228,27.61,125.029,127.259,8.206,5.819,5.422,4.186,9.773,21038.719,22016.503,-977.784,57.104,31212.418,47674.187,-2.068,3.3,27891.181,,-1380.809,
Hungary,2020,39297.351,48908.228,123.214,4054464.592,5006202.729,0.244,148.736,27.138,26.112,129.009,129.382,-3.855,-2.006,-6.148,-1.118,9.77,21135.087,24785.533,-3650.447,-2589.877,38457.991,48425.421,-2.932,4.125,35084.528,,-3287.393,
Hungary,2021,42138.823,55802.104,131.149,4363696.076,5734601.978,0.246,151.509,30.47,26.554,137.197,143.329,7.678,1.026,8.806,1.364,9.731,22803.819,26761.25,-3957.43,-2801.044,42397.093,55255.13,-11.46,4.05,38548.832,,-3332.581,
Hungary,2022,44064.947,67204.001,151.192,4583136.336,6936113.208,0.249,163.23,33.847,25.96,165.849,193.894,17.158,18.892,11.836,11.308,9.689,27756.327,31921.865,-4165.539,-2629.19,48910.429,66615.877,-22.508,3.6,44272.427,,-3132.599,
Hungary,2023,43910.405,72937.126,164.679,4575931.997,7541605.28,0.241,171.484,23.461,22.524,195.89,191.321,2.334,0.602,8.189,3.952,9.671,30963.961,34929.201,-3965.24,-2033.123,49756.617,72311.614,-2.847,3.9,44722.598,,-3372.523,
Iceland,2017,2563.76,2685.954,103.219,7621811.258,7938414.178,0.016,137.122,21.741,25.962,158.66,160.265,11.831,11.294,5.08,1.092,0.338,1244.499,1217.684,26.815,108.301,1967.143,2641.959,5.265,3.283,1652.272,0.19,-33.956,
Iceland,2018,2689.596,2891.012,105.935,7762709.796,8296777.058,0.016,137.427,22.109,26.368,163.769,168.025,-0.908,-3.217,0.422,3.852,0.348,1319.036,1290.919,28.117,90.554,1862.019,2844.056,5.376,3.1,1494.013,0.193,-49.922,
Iceland,2019,2736.536,3072.239,110.657,7718010.719,8605930.451,0.016,141.022,20.674,27.221,168.939,169.609,-9.088,-7.735,-5.349,-0.713,0.357,1312.48,1362.274,-49.795,14.629,2079.728,3026.1,8.163,3.925,1699.45,0.195,-124.46,
Iceland,2020,2530.134,2962.21,115.099,7020629.75,8134943.77,0.015,144.794,21.39,22.288,173.506,177.18,-20.635,-11.075,-31.029,-7.844,0.364,1278.587,1548.067,-269.481,-205.39,2348.184,2920.474,1.092,6.433,1843.47,0.189,-81.675,
Iceland,2021,2656.235,3298.021,122.577,7244430.384,8942766.719,0.015,147.572,22.448,19.465,182.725,187.627,19.905,18.936,14.589,7.199,0.369,1386.6,1672.598,-285.998,-210.51,2527.063,3250.399,-3.746,6.017,2018.062,0.196,-107.566,
Iceland,2022,2850.9,3849.907,133.51,7614838.532,10232363.41,0.015,150.212,22.543,20.554,201.382,209.589,19.942,10.659,22.334,1.522,0.376,1693.145,1852.461,-159.316,-34.466,2684.685,3796.567,-2.547,3.75,2232.961,0.209,-195.785,
Iceland,2023,2941.859,4203.562,141.088,7635285.026,10840685.29,0.015,153.108,22.658,22.008,218.408,221.964,1.772,2.03,6.53,-0.5,0.388,1871.409,1908.445,-37.036,58.251,2597.957,4145.914,-0.849,3.388,2145.604,0.22,-86.461,
India,2017,131452.595,181828.807,130.016,103177.654,134270.704,6.758,20.648,30.982,29.147,146.861,141.194,13.551,11.304,10.159,5.512,1354.196,34207.65,44856.248,-10648.598,-2558.957,119134.923,170900.4,-50.497,,,,-10486.652,
India,2018,139935.554,200722.582,135.066,108648.542,146619.501,6.947,20.946,32.343,30.228,151.599,142.432,4.064,3.757,4.901,5.413,1369.003,37728.289,49784.746,-12056.457,-3159.021,133109.6,188996.7,-59.299,,,,-12683.709,
India,2019,145350.271,213411.877,138.315,111703.627,154298.327,7.024,21.072,30.096,29.23,159.989,155.968,-3.965,-5.464,-2.255,-4.727,1383.112,38521.075,53996.617,-15475.542,-6036.711,150933.176,201035.9,-25.415,,,,-15365.882,
India,2020,136865.369,210072.209,144.88,104190.134,150439.806,6.82,21.788,28.752,29.651,170.987,161.434,-13.866,-15.276,-6.56,-7.61,1396.387,36062.953,61616.979,-25554.026,-14413.797,175651.606,198299.3,24.91,,,,-19427.35,
India,2021,149267.45,248231.231,157.251,112717.42,176355.219,6.999,22.632,31.225,29.997,179.395,172.844,20.308,20.863,19.999,22.214,1407.564,46671.045,69209.316,-22538.271,-10422.01,196657.541,234710.1,-39.921,,,,-20885.582,
India,2022,160071.54,287697.503,170.186,120058.225,203008.008,7.264,22.89,31.042,29.066,192.132,183.039,10.069,7.381,9.681,0.669,1417.173,52830.722,77996.627,-25165.905,-11265.462,220773.146,272407.1,-68.937,,,,-25246.533,
India,2023,170205.866,317906.537,176.883,126636.725,222525.817,7.506,22.947,31.731,29.941,201.068,190.456,2.515,2.3,-0.877,-1.759,1428.628,58338.234,84744.779,-26406.545,-10294.103,246612.59,301054.691,-68.597,,,,-26452.05,
Indonesia,2017,9912933.17,13593735.31,137.092,37939979.17,52012432.54,2.363,4695.659,33.711,32.116,100.622,101.818,11.073,11.073,10.455,12.148,261.356,1909835.29,2250814.799,-340979.509,-124409.915,3994831.657,13589825.7,-17.791,5.5,3436231.386,,-330718.565,
Indonesia,2018,10425857.07,14842915.77,142.327,39479227.02,56188771.45,2.4,4760.501,34.571,31.633,103.291,104.467,14.978,14.978,3.551,6.694,264.162,2209510.258,2477434.439,-267924.181,-9970.414,4514384.11,14838756,-33.571,5.24,3955784.184,,-260723.732,
Indonesia,2019,10949160.42,15837108.88,144.602,41033584.7,59334592.71,2.453,4751.378,33.78,31.075,105.639,106.516,-9.729,-9.729,-3.57,-8.097,266.912,2244272.93,2586452.568,-342179.638,-66656.733,4839037.573,15832657.2,-32.984,5.18,4280437.884,,-337594.991,
Indonesia,2020,10722997.23,15447721.72,144.021,39696426.49,57170606.14,2.477,4671.331,32.343,31.926,106.942,107.364,-15.281,-15.281,-8.201,-2.303,270.204,1924447.006,2865874.729,-941427.723,-627337.567,6138328.736,15443353.2,-4.85,7.07,5579728.959,,-844035.752,
Indonesia,2021,11120081.6,16981460.94,152.667,40857247.91,62374855.84,2.418,4738.906,31.449,31.745,108.106,109.534,16.184,16.184,22.191,23.775,272.249,2315480.025,3086229.851,-770749.826,-427252.419,6984328.85,16976690.8,3.807,6.49,6425729.4,,-684763.149,
Indonesia,2022,11710403.11,19593801.26,167.274,42617532.78,71286711.11,2.464,4852.406,29.745,30.706,115.24,119.098,9.603,9.603,1.012,-3.757,274.859,2977302.715,3435872.456,-458569.741,-72226.969,7862967.537,19588445.6,13.631,5.86,7304368.524,,-421208.48,
Indonesia,2023,12292559.9,21298542.14,173.216,44321224.9,76770204.7,2.514,4846.56,29.694,29.432,118.528,118.43,4.13,4.13,7.379,5.629,277.432,3207072.541,3680529.264,-473456.724,-36023.969,8310905.753,21292731.38,-3.981,5.3,7752306.97,,-467434.795,
Iraq,2017,201146.1,227946.746,113.025,5426966.595,6137579.357,0.331,560.761,,11.329,122.762,123.672,,,,,37.14,76351.298,79769.091,-3417.794,-1176.389,134334.156,227348.973,-15.521,,,,,
Iraq,2018,210614.643,269195.601,127.503,5535448.285,7061019.739,0.335,617.74,,16.748,123.395,122.688,,,,,38.124,105638.774,84720.538,20918.237,24467.558,128309.544,268533.712,12.731,,,,,
Iraq,2019,221920.035,275582.679,123.869,5684765.822,7045373.524,0.343,589.561,,14.34,122.585,122.997,,,,,39.115,99304.815,96971.383,2333.432,5068.165,124866.982,274883.869,-2.4,,,,,
Iraq,2020,195150.657,216612.283,110.685,4872771.61,5397440.021,0.311,520.023,,1.746,124.063,129.934,,,,,40.132,63195.478,91161.916,-27966.439,-25409.366,170090.861,216015.485,-42.183,,,,,
Iraq,2021,198248.382,299887.049,150.943,4824341.491,7283080.258,0.298,678.68,,21.177,136.992,138.759,,,,,41.176,109897.22,111018.94,-1121.719,336.699,177234.504,299239.763,21.058,,,,,
Iraq,2022,212097.244,379418.392,178.534,5030431.233,8981076.628,0.308,750.184,,35.77,142.485,143.546,,,,,42.246,175665.467,146720.284,28945.184,32172.884,170188.693,378652.506,62.298,,,,,
Iraq,2023,206277.536,336341.816,162.681,4768643.22,7759674.889,0.291,659.324,,17.021,150.184,151.195,,,,,43.345,141933.215,167684.616,-25751.401,-23947.642,165314.63,335577.85,-6.883,,,,,
Ireland,2017,318.932,1013.013,96.418,142368.261,209934.253,0.308,0.791,34.653,35.142,100.317,100.801,1.18,-1.382,9.635,3.916,4.825,102.84,103.989,-1.149,6.545,268.68,298.529,2.137,6.758,233.734,2.191,-3.207,1.817
Ireland,2018,344.32,1133.476,97.496,152523.232,232001.172,0.323,0.781,28.676,33.565,101.475,101.698,2.467,11.371,9.805,8.582,4.886,108.66,108.09,0.572,7.279,268.714,327.441,23.802,5.783,231.246,2.253,-0.941,1.137
Ireland,2019,358.939,1204.623,100.768,158539.829,243395.571,0.331,0.793,54.774,34.915,102.527,103.189,42.323,9.15,11.848,7.179,4.949,113.043,110.904,2.139,7.914,260.456,356.357,-99.095,4.983,223.228,2.319,1.488,0.467
Ireland,2020,383.659,1288.787,99.525,167575.415,258159.111,0.364,0.773,43.06,36.529,100.708,100.121,-1.729,-2.508,11.531,15.504,4.992,105.472,129.125,-23.653,-18.859,275.949,375.25,-34.499,5.842,235.615,2.254,-6.074,-1.999
Ireland,2021,449.194,1531.565,100,191190.259,304038.287,0.394,0.744,23.61,37.325,106.08,112.438,-7.507,4.291,15.103,18.425,5.037,121.704,130.078,-8.374,-4.36,290.513,434.07,84.173,6.258,237.202,2.39,3.14,0.916
Ireland,2022,484.449,1723.421,106.582,204073.531,333699.512,0.417,0.741,23.715,34.497,120.065,123.646,15.901,26.833,13.922,22.454,5.165,138.32,128.702,9.618,13.339,269.148,506.282,68.31,4.492,222.009,2.548,17.447,1.82
Ireland,2023,486.545,1854.221,111.801,204685.709,353024.297,0.414,0.749,23.534,31.285,122.935,122.881,2.4,3,2,2,5.252,147.779,136.923,10.857,14.598,273.917,541.723,53.447,4.06,227.523,2.599,16.28,0.8
Iran,2017,14806363.58,16738187.19,113.035,182652549.6,206465859.1,1.046,13061.295,34.295,37.359,119.291,123.01,9.986,11.02,0.116,2.227,81.07,2594904.404,2864968.618,-270064.214,-159506.542,7538848.894,16736418.99,17.979,12.075,5514636.8,,,
Iran,2018,14534216.95,21628691.81,148.801,177080510.4,263494612.9,0.992,16790.365,32.562,40.424,173.019,219.569,-16.345,-19.169,-15.006,-17.194,82.084,2943789.112,3298408.951,-354619.84,-170694.894,9287620.91,21627069.97,34.104,12.125,6818609.494,,,
Iran,2019,14087929.74,27365525.81,194.237,169595570.5,329407472.9,0.936,21531.104,39.41,38.727,227.005,230.262,-5.232,-3.924,-19.638,-23.653,83.075,2642598.157,3869346.24,-1226748.083,-968000.848,12768371.48,27364013.25,-2.334,10.65,10099522.46,,,
Iran,2020,14557104.95,40792902.76,280.216,173235458,485410204.4,0.997,30661.7,44.26,43.898,298.812,358.391,-27.565,-21.44,-4.403,6.608,84.038,2953044.239,5305127.305,-2352083.066,-1890068.337,19691790.93,40791376.86,-1.069,9.6,16451050.03,,,
Iran,2021,15244169.18,66776247.87,438.033,179693919.3,787071497.3,0.982,45869.851,41.318,45.17,408.109,450.092,21.748,20.674,14.508,13.949,84.841,5335688.301,8153646.674,-2817958.373,-2104891.954,28315042.4,66774502.84,14.997,9.175,24088036.43,,,
Iran,2022,15819884.78,104352013,659.613,184633964.2,1217787832,0.987,64551.4,39.953,44.119,581.969,694.439,5.389,4.461,1.847,1.302,85.69,8537067.942,12800105.09,-4263037.144,-3276162.543,35608766.46,104350050,18.599,9.32,29916796.04,,,
Iran,2023,16290747.89,158026669.5,970.027,188246951.4,1825911872,0.987,91562.046,38.942,42.379,835.283,936.595,-15.039,-15.039,-2.369,-2.229,86.547,13040195.44,21658748.52,-8618553.075,-4809229.225,48282251.22,158024577.2,16.031,9.424,40430872.01,,,
Israel,2017,1284.776,1986.442,100.419,184572.675,225785.868,0.28,3.745,22.964,26.623,93.643,93.987,4.593,1.354,4.877,0.705,8.798,516.003,532.355,-16.352,10.366,829.397,1285.864,16.731,4.225,784.399,3.825,-34.268,
Israel,2018,1336.753,2088.082,101.075,188458.109,232847.365,0.282,3.681,23.939,26.959,94.961,95.13,7.358,5.223,5.598,2.456,8.968,515.581,567.718,-52.137,-20.65,870.101,1347.001,14.348,3.992,826.238,3.906,-55.427,
Israel,2019,1386.906,2210.817,102.997,191891.638,241870.468,0.285,3.685,23.713,27.16,95.789,95.5,3.901,2.618,2.903,1.536,9.141,531.212,590.71,-59.498,-30.992,903.139,1424.572,17.218,3.817,865.957,3.967,-64.395,
Israel,2020,1361.4,2214.977,103.997,186042.557,238431.053,0.289,3.673,24.151,29.561,93.802,93.546,-7.95,-0.957,-2.434,-1.215,9.29,517.489,681.323,-163.834,-136.487,1076.4,1417.344,27.684,4.292,1010.551,3.913,-148.025,
Israel,2021,1499.56,2512.486,106.15,199915.005,265787.165,0.298,3.588,25.26,29.446,97.29,99.689,21.103,20.295,14.931,7.006,9.453,613.579,675.253,-61.674,-17.222,1140.64,1581.86,24.69,4.95,1079.754,3.958,-59.205,
Israel,2022,1593.109,2791.139,111.166,208246.121,288877.917,0.307,3.511,26.948,30.377,104.403,107.246,12.031,6.117,8.636,3.793,9.662,693.482,681.962,11.519,70.537,1130.59,1763.806,21.437,3.75,1092.19,4.187,-3.937,
Israel,2023,1639.546,2966.304,116.565,211604.334,302470.161,0.307,3.551,26.631,30.843,108.647,109.251,-5.428,-9,-2.29,-2.29,9.807,699.192,731.627,-32.434,22.833,1167.974,1907.476,26.181,3.533,1126.614,4.303,-44.062,
Italy,2017,1706.4,6227.199,101.869,70492.166,103671.349,2.065,0.687,18.054,20.713,102.593,103.089,6.091,5.625,5.436,4.923,60.067,851.155,895.584,-44.429,21.594,2464.022,1736.593,54.796,11.3,2227.628,22.735,-24.129,-2.21
Italy,2018,1721.441,6478.571,102.957,71297.885,108088.29,2.013,0.678,18.527,21.133,103.768,104.475,3.438,3.287,2.142,1.845,59.938,865.121,905.639,-40.518,24.301,2515.956,1771.391,57.131,10.608,2279.816,22.959,-26.599,-1.649
Italy,2019,1729.312,6482.222,103.923,71787.454,108368.145,1.969,0.672,18.24,21.552,103.809,104.284,-0.7,-0.841,1.574,1.078,59.817,890.745,919.336,-28.59,31.75,2544.35,1796.649,69.936,9.9,2308.387,23.109,-13.656,-1.518
Italy,2020,1564.616,6022.419,105.556,65533.484,100977.015,1.848,0.674,17.7,21.554,102.88,103.211,-12.129,-8.655,-13.507,-9.167,59.641,833.615,1003.654,-170.039,-112.716,2728.301,1661.021,76.915,9.342,2491.322,22.385,-105.357,-6.665
Italy,2021,1690.525,6659.91,106.186,70591.824,112429.709,1.86,0.649,20.654,23.728,106.966,111.955,15.201,14.83,14.007,13.817,59.236,911.697,1081.925,-170.228,-106.394,2829.5,1787.676,68.095,9.517,2593.475,22.554,-93.777,-3.985
